"job_title","company","location","job_summary"
"RECRUITMENT CONSULTANTS - Life Sciences/Pharmaceuticals","CPL Physicians","Boston, MA","RECRUITMENT CONSULTANTS - Life Sciences/PharmaceuticalsBoston, Massachusetts, U.S.Our Company: CPL Physicians is part of a long established, award winning and leading International Life Science staffing business offering a variety of services for both candidates and clients. Under our specialist recruitment brands we offer innovative, diverse solutions and added value services as well as traditional staffing expertise to a long and exhaustive list of global Pharmaceutical and Life Sciences companies worldwide. After experiencing continual, year on year growth we are now expanding our recruitment operations globally and are seeking talented individuals to build our presence in the United States, specifically with the growth of our U.S. operation based in Boston.The Opportunity: You will be joining a growing international business dedicated to providing highly qualified specialist medical and clinical development staff to the pharmaceutical industry. As such we deal with highly sought after individuals and you will quickly pick up established client relationships and dealing with long standing preferred supplier agreements.We are a professional and consultative firm and it is essential to us that our consultants are positive brand ambassadors who believe in client partnerships and in providing high quality career advice to our candidates.The successful applicants will be rewarded with a generous basic salary, attractive bonus terms as well as a great benefits package. In addition our corporate business genuinely offers a defined career path which will include business management, the opportunity to travel if desired, client partnerships.We are a great staffing business but also offer an innovative range of services to our clients and candidates which give you many different options for a varied career.We are looking for strong Recruitment Consultants but also individuals who can build and lead teams.What we are looking for: It is vitally important that we secure the right individuals to help develop our business therefore we are seeking applications from individuals who possess the following:Successful 360 degree recruitment experience gained within a professional, consultative environment.A degree level education (a Life sciences or related degree, or an interest in the subject would be advantageous)Proven ability in building relationships with both clients and senior candidates within your field of specialism.A consultative, professional, and corporate approach to the recruitment process, able to thrive in a team and achievement focussed environment.Drive, ambition and tenacity to get resultsLooking to build a long term career in staffing and recruitment in a specialist sectorWe are proud of our business and very confident in the growth of our US operation and would like to hear from commercially minded individuals who are looking to build a career. We have an amazing company culture which is professional, innovative and offers exciting opportunitiesIf you are keen to explore this opportunity in greater detail please forward a full CV and covering letter to our Associate Director of Talent and Development, Jim MaddisonWe are looking to conduct formal, face to face interviews in early March 2017 therefore all candidates who are invited to this stage of the process will need to make themselves available for interview at this time, exact dates to be clarified in due course.Job Type: Full-timeRequired education:Bachelor's"
"Want to get out what you put in?","Colonial VW of Medford","Medford, MA","Automotive Professional - Volkswagen (Medford)We are looking to expand our sales team. Motivated individuals are currently being considered to join our Volkswagen of Medford team. We offer the most comprehensive training in our industry. Our success has been built upon Employee Satisfaction, Customer satisfaction and profitability. We are currently New England's #1 volume VW dealer. You would be working in our brand new, state of the art facility and using cutting edge technologies. Our reputation for customer satisfaction and loyalty is impeccable, this is the primary reason for our success. We are not your typical car dealership we take care of our customers and everything else falls into place. If you would be interested in joining our talented team of sales consultants working in a fast paced, professional and fun environment get in touch with us quickly. We are offering the right candidates a great opportunity to succeed in the automotive industry. If you have a strong work ethic, excellent customer skills and ambition this candidate could be you. Auto sales experience helpful but certainly not required of the right candidate.Qualifications: - Successful candidates will possess reasonable verbal communication skills and be highly organized. - College degree or equivalent combination of experience and education with experience working with the public. - Computer proficiency. - Ability to effectively present information and respond to questions from managers, clients, customers, and the general public. - Must be able to work weekends, evenings, and have a hunger to learn and earn.- Valid driver's license.Benefits include: Fantastic Earning Potential, Paid Vacation Health & Dental Insurance 401(k)This is not the Car Business of the past. Fax Resume to 781-391-3506Job Type: Full-timeSalary: $70,000.00 /yearJob Location:Medford, MARequired education:High school or equivalentRequired license or certification:DRIVERS LICENSE"
"VP Implementation Consultant EDM Data Warehouse Portfolio Fund accounting","DTS Markit","New York, NY","Ideal Experience to have: Must have strong data modeling expertise and good understand of databasesMust know portfolio/fund accounting financial dataMust be able to write specifications and map data to a defined data model (our standard)Past experience with PORTIA, Eagle PACE, etcPosition summary: An Implementation Consultant is responsible for providing a range of services to deliver the EDM product suite through consultation with internal and external clients.A good mix of technical competency, business/data expertise and project management skills are required.While the employee will be based out of the New York office, the role will be one that is on-site with clients Monday through Friday thus involving travel within the NA region.Projects can last between three to six months on average.Duties & accountabilitiesParticipates in pre-sales activity including product demos, POCs, workshops, discovery sessions and RFP activities.Provides consulting services to customers including the ability to understand challenges/requirements, provide recommendations, define implementation proposal and execute the delivery.Serves as project manager (or partner with) to establish work plans, manage issues/risks and track progress against budget.Develops specifications (BRD/FSD/TSD) to define interfaces, validations, rules, mappings, workflows, permissions, system controls and performance criteria.Configures the products per specification providing including building the interfaces, validations, rules, mappings, workflows and permissions.Document, analyses and map the different data feeds that populate/retrieve data to/from the IHS Markit EDM product suite.Participates in the testing process for new product versions and client testing cycles (unit, integration, UAT, parallel, etc.) during implementation to ensure deliverables are aligned with requirements and performant.Support the release management process and job automation proceduresLeads project handover meetings to ensure IHS Markit EDM Support and Client Management teams have a thorough understanding of the implementation.Supports the procurement of the infrastructure and installation of software at client site or in hosted environment.Partners with Sales and Client Management to identify new opportunities to extend usage of the IHS Markit EDM product suite.Provides input into the training curriculum and conducts training internally/externally.Provides input into the product roadmap by recommending new enhancements.Assist in the investigation and resolution of issues raised through the support.Supports strategic developments across the industry with particular reference to existing products.Department overview: The IHS Markit Enterprise Data Management (EDM) platform puts quality, audited data at the center of customers organizations.Its solutions build gold copy masters across all data types, delivering tangible data governance, risk management and compliance frameworks and rationalizing legacy architectures.The EDM Warehouse component provides customers with the option to leverage, a predefined enterprise data model as part of its deployment.The EDM Warehouse is packaged with a library of inbound data services that allows users to populate either the entire enterprise model or individual data sets.An outbound report services layer is available to expedite delivery of information to downstream applications.Job Type: Full-timeSalary: $144,000.00 /yearRequired experience:Implementing Enterprise Data Management (EDM) platforms: 1 yearportfolio/fund accounting: 1 year"
"Solar Sales Consultant for PV and Pool heating","ECS Solar Energy Systems","Gainesville, FL 32608","Experienced Sales Professionalswe have sales opportunities for professional business developers in North Central Florida.With financing options for our clients with zero down and low interest rates solar sells itself with payments that are about the same as the clients power bill. With a 30% Federal Solar Tax Credit for their investment. This means that the decision to go solar is an easy one to make since it does not disrupt their existing budget and they will save thousands of dollars in unnecessary utility costs by utilizing the sun's free energy. Applicants must have a clean background record, a valid driver's license, the ability to self-generate leads, set appointments, provide informative and compelling presentations, close sales, follow-up, and earn referrals. Compensation is commission based with bonuses if targets are met. A $100,000 + /year potential for high performance professionals. Only self-starting, motivated, goal oriented individuals need apply. Solar sales training provided.Job Type: Full-timeRequired education:High school or equivalent, AA or BS preferredRequired experience:Sales: 2 years outside/ in-home sales experience minimumFinancingJob Type: Full-timeJob Location:Gainesville, FLRequired education:High school or equivalentRequired experience:Outside/in-home: 2 yearsSales: 2 yearsJob Type: CommissionSalary: $120,000.00 /yearJob Location:Gainesville, FLRequired education:High school or equivalentRequired experience:Sales Financing: 1 yearSales: in-home: 2 yearsRequired license or certification:Driver's License"
"Account Consultant","Lombardi & Associates","Quakertown, PA 18951","Job Description-Account Consultant/AdministratorCoordinate Requests for Proposals from all companies and identify opportunities for cross selling. Includes preparing quotes, spreadsheets, all necessary presentation material for new prospect meetings, primarily for group, life & disability as requested, utilizing insurance company websites and company brochures.Prepare all necessary paperwork, research enrollment and deadline rules and company appointments for all new plan installations.Process through to installation all new business and follow up using Salesforce tasks.Utilize Salesforce to provide tracking reports on all new business applications in progress, client renewals and commission tracking.Ensure all new clients are entered into Salesforce and all renewals are updated.Obtain group renewal offers from Insurance Company websites and prepare additional quotes both from current insurance company and competitive quotes/plans when needed. This includes preparing spreadsheets comparing plan benefits and premiums to satisfy clients needs. Install and follow up on all necessary paperwork and outstanding issues.Offer Superior customer service to all clients and potential clients by handling incoming phone calls in a timely, professional and courteous manner which includes dealing directly with the insurance companies making inquiries concerning claims, billing, participating providers and processing all additions, deletes and changes for our group insurance clients. Follow-up to assure accuracy.Prepare for all upcoming meetings including quotes, information, all necessary paperwork for presentation.Collect and keep updated Insurance Industry changes, guidelines and rulesDevelop and maintain the Training Manual and Knowledge Library with current information to be used for future reference and new hires.The candidate must be detail-oriented, able to work independently, have excellent problem solving and communication skills.QualificationsApplicant must sign an Employee Confidentiality, Non-Competition and Non-Solicitation AgreementApplicant must provide an Application for Employment, including fingerprinting and Criminal Background CheckBA/BS preferred but not required2  5 years insurance experience in group health insurance preferredPA State Insurance Broker License for Life, Accident & Health Insurance is required. If not licensed will support the right candidate to get a license within 60 days of date of hire.Job Type: Full-timeRequired education:Bachelor'sRequired experience:insurance: 2 yearsRequired license or certification:PA Life, Accident, Health Licensed"
"EXPERIENCED B2B Oustide Professional Sales Consultant - Corporate Direct","CardConnectDirect","Springfield, MO","EXPERIENCED OUTSIDE BUSINESS TO BUSINESS SALES PROFESSIONALContractor to Salary W2 with BenefitsWe are seeking an experienced and highly motivated business to business sales professional that has perfected the consultative sales approach.If you can face-to-face prospect multiple business locations daily, communicate with a support staff to ensure your sales & financial success and assume the sale because youre just that good, please continue reading.CardConnectDirect ( Nasdaq: CCN )With a distinct vision to serve and provide our customers with the most innovative and efficient products and services available all while upholding the highest level of integrity, CardConnectDirect has been identified as a leader in the merchant service industry. In 2013, 2014, 2015 and most recently in 2016, Inc. 500/5000 has recognized CardConnectDirect as one of the fastest-growing private companies in America surpassing 2,573% growth in just four years.Today, the CardConnectDirect team is dedicated to fulfilling the service needs of over 65,000 business operations nationwide by providing secure credit transaction processing solutions. We are an industry leader in the development and distribution of point-to-point encryption technology, protecting our customers from todays cyber criminals while increasing sales ratios, profitability and consumer spending and reducing losses and liabilities, ensuring long-term customer retention. Member of the Electronic Transactions Association (ETA) A+ rating with the Better Business Bureau Senior Management are inaugural holders of the Certified Payments Professionals certification CardConnectDirect possesses over 75 years of senior management combined industry experience. We are seeking experienced, competitive and motivated Outside Sales Representatives to close sales of our business solutions with merchants throughout the area. You will work closely with our corporate office to set appointments with business owners using face-to-face prospecting, networking, and referral partner relationships. You will then run scheduled appointments, uncover needs and present CardConnect solutions to close sales. You will work primarily from a home office as you enjoy the best compensation and benefits plan in the payment processing industry.Sales Executive Responsibilities: Job Description:  Develop and maintain an ever growing pipeline with a minimum of 8 new appointments weekly Educate prospective clients on new secure and safe processing options Meet and exceed defined weekly/monthly sales quotas Utilize current experience and contacts for networking and expansion of client base Assist with merchant implementation Maintain productive relationships with client base Work under minimum supervision Good math and problem solving skillsMinimum Requirements:  3 years outside business to business or enterprise sales Bachelors degree preferred Must have a PC or MAC iPad (one will be provided upon transition from 1099 to W2) Must have high speed internet and cellphone Scanner or Fax to send application to our corporate office Automobile with insurance Submit to a background check that may include criminal, education, employment and drug testingCardConnectDirect offers an attractive compensation package including:  Long term stability with ongoing monthly increases in residual compensation. W2 w/Salary, commission & residual offered after successful 60-90 day sales probationary period. Car / Phone allowance offered after successful 60-90 day sales probationary period. Medical, Dental, Vision & Health Insurance paid at 50% for entire family as a W2 employee. iPad Pro with digital presentation provided to W2 employees Sales executives can expect to earn $85k-$135K first year including bonuses and weekly incentives. Seasoned merchant service sales representatives can expect to earn $125k-$150k+ first year including bonuses. Business cards/brochures/marketing materials all provided Recent Sales incentive trips (Hawaii, Puerto Rico, and Las Vegas)All resumes held in confidence. CardConnect does not discriminate against employees or applicants for employment based upon race, color, national origin, genetic information, religious beliefs, gender, sexual orientation, age, marital status, disability, U.S. veteran status, or any other protected classifications, activities, or conditions as required by federal, state and local laws.Copyright  2017, CardConnectDirect All rights reserved. www.cardconnectdirect.comJob Type: Full-timeRequired education:High school or equivalentRequired experience:B2B Outside Sales Prospecting: 3 yearsB2B Consultative Sales: 3 yearsB2B Outside Sales: 3 yearsRequired license or certification:Driver's License"
"Business Analyst / Forms Librarian","Regional Reporting, Inc.","New York, NY","Regional Reporting, Inc. (RRI) is one of the largest independently owned providers of loss control to the property and casualty insurance industry. We specialize in Property, General Liability, Products Liability, Fleet, Inland Marine, and Workers' Compensation.Weve earned a reputation for helping our customers increase the value of their products, gain competitive advantage, and develop trusted brands. Our goal is to help stimulate and encourage management and employee participation in sound loss control programs.RRI is seeking experienced full-time senior business analyst to join our insurance services company.Sr. Business Analyst / Forms LibrarianThe role requires a deep understanding of MS Word forms and VBA macros, an innate ability to understand business language and craft efficient technical solutions from the requirements. Working in the IT department, the candidate will interact with account managers, field consultants and customer service representatives to identify requirements for new data collection forms as well as updates, troubleshoot data collection errors, and provide written instructions to aid in data collection for field consultants. Position Duties and Responsibilities:Strong analytical skills required including a thorough understanding of how to interpret business needs and translate them in to application requirements and make technology easily understandable for end users.Conduct complicated setup, configuration, data mining, troubleshooting and data cleansing.Development, maintenance and troubleshooting of complicated MS Word & Excel form templates including VBA macros for data formatting.Development, maintenance and troubleshooting of data collection forms in RRI workflow system.Development, maintenance and troubleshooting of data validations and calculations in RRI workflow system.End user support for RRI workflow system with prompt reporting and reply to calls and email.Proficiency in MS Access, MS Excel, MS Word and SQL databases.Ability to prioritize multiple assignments concurrently with minimal direction in a dynamic work environment.Thorough and diligent execution of tasks with a high level of accuracy.Excellent oral and written communication, organization, and presentation skills with customer centric approach.Support organization for execution of assigned tasks and behaviors such that KPIs, and SLAs are always met and often exceeded.Job Requirements: The successful candidate must possess:Bachelors Degree in Business, Computer Science, or Information Technology is highly preferred.3-5 years business analyst experience.3-5 years experience with database management/analysis and reporting skills.1-3 years experience with VBA coding.CRM / Issue Tracking Software knowledge is preferred.Highly proficient in Microsoft Office products (specifically Excel, Word and Access)Programming Logic, Web Development, Forms Layout & Design skills preferred.Work Environment:While performing the duties of this job, the consultant will be in an RRI office or at a home office. Office work includes the use of a computer for the entire day.EOEJob Type: Full-timeSalary: $70,000.00 to $90,000.00 /yearRequired education:Bachelor'sRequired experience:business analyst: 3 yearsRequired language:English"
"California Asbestos Consultant-CAC or CSST Cert Required","XRF Research, Inc.","San Diego, CA","We are seeking either a Certified Asbestos Consultant (CAC), or a Certified Site Surveillance Technician (CSST) with ambitions to become a CAC. You must possess a DOSH (California Department of Occupational Safety and Health) certification to do asbestos consulting-related work in California. This is a job requirement: we can only consider candidates who currently possess this license.** Note that the third S in CSST stands for Surveillance, not Safety. This license is specific to asbestos consulting work in California .**The position would support our growing environmental consulting business in San Diego and Southern California, which includes, but is not limited to, surveys, inspections, monitoring and risk assessments. A lead certification (CDPH) and/or NIOSH 582 experience would be a plus.We offer a competitive salary and benefits package.Job Type: Full-timeJob Location:San Diego, CARequired education:Bachelor'sRequired experience:Industrial Hygiene: 1 yearRequired license or certification:CAC/CSST"
"Regulatory Consultant","Technology Sciences Group Inc.","United States","Technology Sciences Group is an international consulting firm that combines a unique blend of scientific and regulatory expertise to attain the approval, and ongoing compliance, of chemically related products. We are actively seeking a qualified individual to fill a growing need for a Regulatory Consultant.Responsibilities Include: Provide regulatory and scientific consultation for agricultural pesticides products as well as biopesticide products.Stay current with changes in regulatory landscape affecting TSGs clients and maintain contacts and relationships with regulatory authorities.Negotiate with regulatory authorities to advance and address clients goals.Utilize technical skills to develop strategies for complex issues.Work with team members to prepare documents for submission to federal regulatory agencies in the US, such as EPA.Provide detailed reviews of product labels and accompanying documentation to provide advice for clients to ensure compliance with applicable regulations.Conduct business development activities such as proposal development and participate in potential new client meetings.Qualifications Include: A degree in chemistry, biology, environmental science, or related field preferable.Five or more years of regulatory experience at the federal level.Knowledge of Canadas PMRA system a plus.Proven ability to work independently or as a member of a multidisciplinary team.Proven ability to manage multiple projects.Excellent written and verbal communication skills.Excellent critical thinking and analytical skills.Job Type: Full-timeRequired experience:regulatory: 5 years"
"Sales Consultant","Greenvale Franchise Dealership","Greenvale, NY","Automotive Sales- BEST OPPORTUNITY ON HERECompensation: Above industry average salary AND great commission structurePrestigious family-owned high volume dealer is seeking experienced and highly performing Sales Consultants. The dealership has had tremendous growth over the last 6 months. Our new management team has completely revamped processes, pay plans, goals, and morale.. . . and we aren't done yet.The sky is the limit with our location and exceptional staff.We are planning on increasing our volume significantly within the next year. We recognize that Sales is the LIFE LINE of a dealership, the reps are highly compensated and valued at our store!Looking to join a team of qualified, energetic, and talented go-getters like you?Candidate should possess:-One year direct sales experience with concrete performance (no exceptions)-Commitment to CSI and production-Detailed oriented qualifications-Team Player attitude (we mean it)-Strong work ethic-Ability to multi-task-Goal oriented-Friendly personalityBenefits include:-Warm and inviting facilities-Medical and Dental Insurance plans-Paid Vacation time-Massive Growth Potential-Comprehensive training-High volume business with unlimited earning potential-Positive and progressive work environment-Great scheduleApply in confidence.Join our team of like-minded professionals and take your career to a new level!Job Type: Full-timeRequired experience:One year minimum: 1 yearJob Type: Full-timeSalary: $80,000.00 to $120,000.00 /yearRequired experience:direct sales: 1 year"
"Territory Sales Representative","Haifa North America Inc.","Los Angeles, CA","Description :  Haifa North America, Inc. is a wholly owned subsidiary of a long established multinational corporation and global leading supplier of Potassium Nitrate, Specialty Plant Nutrients and Industrial Chemicals. With experience and know how of more than 4 decades our company operations now span more than 100 countries across all continents. Our US office is headquartered in Altamonte Springs, FL, with a support team in the field covering the North American landscape.This is a great opportunity to join a global organization in a key position. The person in this Sales role will represent the Haifa North America line of Plant Nutrition, Water Soluble and Controlled Release fertilizer products in an assigned territory encompassing California and Western portions of the United States. This position is based out of a home office, preferably within the Central Valley Region of California. The selected candidate will support efforts already underway by the Regional Sales Manager and execute a sales and marketing plan in concert with company direction and strategy to achieve long term growth. The candidate will use technical and sales expertise to sell relaying relevant customers information, trends, potential opportunities, etc. to Haifa North America management.Essential Functions:  The primary role of this position is to maintain and develop strong working relationships with a customer base of primarily fertilizer manufacturers, and fertilizer distributors, as well as key end-users and to work with these customers to optimize current opportunities and / or generate new opportunities, and to work internally with other Haifa departments to help ensure adequate supply of the right materials to meet these customers needs in a timely manner.Job Responsibilities:  Sales Territory ManagementInteract regularly with top level manufacturer and distributor managers to maintain and develop effective supply chain relationships and to explore joint growth opportunities and end-user solutions.Create additional demand for products in the marketplace by managing comprehensive marketing campaigns involving, advertising, grower field trials, educational seminars, University trials, trade shows, field visits with distributor salesmen and growers, and utilizing other educational tools such as blogs / websites / etc.Function as a regional agronomist in developing solutions to grower needs, utilizing Haifa products and effectively presenting these solutions to growers and grower groupsUnderstand market trends and anticipate customer needs to effectively keep customers and Haifa management informed of relevant informationAssist in forecasting and developing a budget for annual sales based on customer / market needs and Haifa directivesCreatively generate timely sales opportunities of incremental sales to help sales volumes regularly reach to at least budgeted levelsMarket potential and customers are prioritized and written strategies exist to gain and maintain market shareAggressively and creatively identifies and pursues new business opportunities at targeted accountsDevelops in depth knowledge about customer history, organization relationships, manufacturing capabilities, competitive issues, potential opportunities, etc. and transfers this knowledge to the organization for use in business maintenance and growthMonitors competitive activity in region and reports information to managementUtilizes up to date knowledge about all products, current and potential applications to support customer needsKnowledge, Skills, & AbilitiesExcellent oral & written communication skills and interpersonal interactionUtilizes highly developed negotiating skills to meet territory targets and objectivesStrong Customer Service skillsStrong and extensive specialty crop nutrition know-howDemonstrate strong teamwork skillsProficient with technology including ability to operate Microsoft Office Tools including Outlook, Word, Excel, and Power Point.Ability to work with Fertilizer Dealerships StaffAbility to work in a field sitting with Growers, Certified Crop Advisors, and Independent Crop Consultants to analyze crop deficiencies and recommend alternative resolutions to problemsStrong understanding of crop nutrition principles and effective fertilizer strategiesAbility to interface with University and Extension personnelHelp manage research trials including prepared budgets, protocols, write ups or publicationsUses promotional materials, entertainment, technical resources and other resources to optimize return on dollars and time spentExpenses are maintained within agreed upon budgets and expense reports are filed promptlyCompany assets and information are protected.Qualification RequirementsEducation and ExperienceMinimum requirement of Bachelors degree in Agriculture related field and minimum of 3 years crop nutrition sales related experience.Required QualificationsCurrent Drivers LicenseCCA/PCA license preferredIf you possess these skills and have a drive to achieve, then consider building your career with Haifa North America in a role that has great growth potential for the high-achiever. Employees enjoy very competitive compensation, a full menu of work/life benefits and opportunities to continue developing their skills and building their career.Job Type: Full-timeSalary: $75,000.00 to $85,000.00 /yearRequired education:Bachelor'sRequired experience:crop nutrition sales: 3 years"
"In Home Sales Consultant","Leslie Heating & Cooling","Woodridge, IL","We are seeking a talented and proven sales professional to join our team. Experience in sales a must, with prior In-Home Sales experience required. No experience in heating & air conditioning required-we provide training.This opening provides the right individual the ability to make up to $250k per year. We provide a minimum of half your qualified leads from our service department (no competition) with additional leads from our marketing department. The remainder portion of leads to fill your week will come from you generating your own leads as referral customers you recently serviced and various other methods available. Our Sales Assistants set the appointments so the Salesperson can spend most of their time with our customers.Leslie Heating & Cooling has been in business for 25 years and has loyal customers and a great culture. We offer the right candidate an opportunity to establish themselves in a successful sales career with long-term tenure with our team.ExpectationsProvide fanatical customer service. We have a lot of happy customers and we want to keep them that way!Well-organized self-starter with excellent verbal and written skills.Get potential customers excited about Leslie Heating & Cooling and encourage them to spread the word.Driven to become an expert of your market area, know the customers needs.An attention for detail and the fine points.Computer/technology literate. * Meet with customers in their home to provide solutions for their heating, air conditioning, and indoor air quality needs.RequirementsNo heating and air conditioning experience neededDrug free workplace with pre-employment testingBackground pre-employment testingMust have excellent communication skillsMust have proven in-home sales experienceMust have clean driving recordBenefitsExcellent pay for top closing salespersonMedical insuranceDental insuranceCompany vehicle and gasPremium trainingUniformsSmartphoneComputer/tabletPaid vacationsPaid holidayPositive uplifting work environmentGet in touch with us and lets get to know each other. You will find a positive work environment and work with a great team of people. We are a fun, family oriented company that believes in old-school values and personalized service experiences. Here you will be provided the resources and opportunity to grow into your best and be recognized and appreciated. We are a progressive group that applies the best practices found in the industry. We love serving our clients and each other, our team. Come on by for a cup of coffee and a conversation.Job Type: Full-timeSalary: $100,000.00 to $250,000.00 /year"
"Insurance Financial Advisor- Bachelor's Degree Required","New York Life","Norfolk, VA 23510","Financial Services Professional - Bachelor's Degree Required; Sales Experience RequiredHere's what you'll do:As a New York Life agent, you'll be offering high quality life insurance & financial products for insurance and retirement planning needs. You will also:Develop and implement business and marketing plansProspect for potential clientsDiscuss financial concerns and needs of individualsPresent potential solutions using our world class suite of products and servicesLeverage New York Lifes extensive personnel resources and technological toolsWork independentlyPartner with a leading company in agent development, as indicated by our 50-plus years of leadership in qualifying members for the prestigious Million Dollar Round Table*Offer complete New York Life product line which includes: Life Insurance, Annuities, Mutual Funds, Long-Term CareEnjoy continuous personal and professional growth with a wide range of career pathsQualify to follow a clearly defined path into management throughout the companyWe are looking for motivated individuals who would like to:Build their career with significant income potential.Grow their business supported by the financial strength and integrity of New York Life Insurance Company.Make a difference in their community by helping others achieve peace of mind.Customize their career path to match their personal goals.Experience a lifetime of learning and professional development.Enjoy recognition and rewards for their achievements.Define their career path as a sales agent and have the opportunity for management.Receive competitive compensation and a flexible benefits package that includes: 401(k), and choice of health plansRequirements: Highly self-motivated and self-disciplined with ability to work effectively with little or no supervisionOutgoing personality with the ability to develop relationshipsPrevious Sales experience is requiredFearless, positive attitude and willingness to be accountable for sales resultsOrganized, detail-oriented and excellent time-management skillsDesire for continuous learningGood communicatorexcellent listening skills and ability to explain complex information in a simple and concise mannerBachelor's Degree RequiredLife & Health License preferred but not requiredCompany pays for licensing and must be obtained within 90 daysSeries 6/63 not required but must be able to obtain within 120 daysInsurance Industry experience not requiredBenefits: Health/Dental/Life/Disability from day one401(k) plan after one year of service and Pension PlanContinuing education reimbursementReimbursement for industry designationsCareer Advancement - After two years as a successful agent, additional opportunities that may be available include: sales development manager, product consultant, and Home Office opportunities in recruiting, marketing or trainingJob Type: Full-timeRequired education:Bachelor's"
"Proposal Writer","Proposal Development Consultants, LLC","Washington, DC","Proposal Development Consultants is seeking a Proposal Writer for an amazing direct hire role with our client currently located in Washington, DC (area). The Proposal Writer will be responsible for preparing customized formal requests for proposals (RFPs), presentations and written requests for information (RFIs) for the business development team. You must have experience with aggressive deadlines along with a solid background in writing, editing and proofreading. Familiarity with the workforce management solutions (WMS) industry is highly desired. Don't miss out on this incredible opportunity with a well-known name!Key Responsibilities:Prepare customized formal RFPs, presentations and RFIsCommunicate services offerings, such as MSP, RPO and consulting, to external audiencesProvide quality assurance of formatting and contentMaintain proposal answer libraryDevelop sales presentations based on proposal content and requirementsRequirements:Bachelor's degree in a related fieldAt least three years recent proposal writing experience, preferably in the staffing or WMS industriesStrong writing, editing and proofreading backgroundKnowledge of grammatical, spelling and formatting issuesFamiliarity with online procurement tools for proposal submittalsSolid MS Office Suite experience, including Word, Excel and PowerPointProposal Development Consultants LLC, provides a range of opportunities for proposal professionals and consultants who are able to support government and commercial clients. We are able to place our proposal professionals and consultants for our 500 local and national clients/companies in long term, short term as well as direct hire opportunities.Proposal Development Consultants, LLC - Aligning People, Processes and Expertise to Help You Win Businesswww.ProposalDC.comJob ID: 306394Job Type: Full-time"
