"job_title","company","location","job_summary"
"Web Developer","KSA&D","Allentown, PA 18103","KSA&D is looking for a skilled and enthusiastic LAMP web developer. In addition to Linux, Apache, MySQL and PHP, you should have good experience with CSS, HTML5, Javascript, and jQuery. Exposure to ASP.NET and understanding of SEO practices are a plus. The ideal candidate will be able to work well with other developers, as well as individually to help fill clients' requests in a timely manner and to effectively communicate with the client how to best fulfill their needs.ResponsibilitiesWrite well designed, testable, efficient code by using best software development practicesCreate website layout/user interface by using standard HTML/CSS practicesIntegrate data from various back-end services and databasesGather and refine specifications and requirements based on technical needsCreate and maintain software documentationBe responsible for maintaining, expanding, and scaling sitesKeep up to date with emerging technologies/industry trends and apply them to operations and activitiesCollaborates with web designers to match visual design intentRequirementsIn-depth knowledge of modern HTML/CSSProficiency with at least one of the following programming languages: PHP, ASP.NET, JavaScript or C#A solid understanding of how web applications work including security, session management, and best development practicesAdequate knowledge of relational database systems, Object Oriented Programming, and web application developmentBasic knowledge of Search Engine Optimization processAggressive problem diagnosis and creative problem-solving skillsStrong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumenAbility to work and thrive in a fast-paced environment, learn rapidly and master diverse web technologies and techniques.WordPress theme development experience from Photoshop design examplesBS in computer science or equivalent experienceAbout KSA&DKSA&D is a brand strategy and communications design firm with a strong focus on interactive and electronic mediums. Online, and in print we combine a strong business understanding with creative solutions to visualize and implement strategic communications that yield measurable results.Job Type: Full-timeJob Location:Allentown, PA 18103Required experience:Resposive Design: 2 yearsCSS3: 2 yearsBootstrap: 1 yearPHP: 3 years"
"Application Developer","State Collection Service","Milwaukee, WI 53214","State Collection Service, Inc. is a fast-growing, nationally recognized company focused on providing quality debt collection to our clients. Headquartered in Madison, SCSI has an unparalleled reputation for service, integrity, professionalism, and results. Whether you are looking for that first step in developing a professional career or seeking to further your horizons, we can help. State Collection Service can provide you excellent training and support, the ability to learn valuable business skills, and the opportunity to become a certified industry professional with a recognized market leader.Currently hiring for : Application Developer-Artiva HealthcareIndividual will design, develop, test, implement, and document scalable applications utilizing Artiva system from Ontario. Artiva knowledge is a plus for this position; This includes the need to Analyze complex data systems and document data elements, work flow, relationships and dependencies; Develop automated and reusable routines for importing/exporting requested information to/from database systems; Address data quality issues with clients and Administration; Understanding of healthcare revenue cycle preferred.; Previous experience developing or working in patient accounting systems desirable.Candidates of interest will have: Graduation from an accredited college or university with Bachelors degree in Computer Science or Business with emphasis in application developmentExperience developing in the Artiva system from Ontario a plus3+ years experience with object-oriented development, SQL dialect and relational database theory a plusAbility to work both independently and in team-based, fast-paced environmentStrong technical, analytical and financial aptitudeExcellent communication skills, both written and verbalAbility to work from your home or remote location if needed.Other Desired SkillsUnderstanding of healthcare revenue cycleIntersystem Cache experienceETL tool experienceKnowledge of Crystal ReportsExperience in EPIC, Cerner, other patient accounting systemsState Collection Service Inc. offers a comprehensive benefits program, which includes: Competitive industry compensation, including base salary plus monthly bonus and commission opportunities. Medical, Dental, Vision, Life and Disability Benefits, Flexible Spending Accounts, Paid Training and Referral Bonuses, 401(k) program with company match, Profit Sharing Program, Paid Time Off and Holiday programs, Paid Education and Training Reimbursement ProgramsJob Type: Full-time"
"Software Engineer - Front End","MadCap Software, Inc.","La Jolla, CA 92037","MadCap Software is an exciting place to work. We provide an environment where the best ideas win, and we value going beyond what has already been achieved. We believe that, like our products and services, our employees should be of highest quality.With companies such as Qualcomm, GE Healthcare, Lockheed Martin and HP on our customer list and universities such as Carnegie Mellon and UC San Diego using our software to teach courses, MadCap Software is leading the technical communication and content development industry by developing state-of-the-art, patented XML-based authoring and publishing software. Whether delivering technical, policy, medical, marketing, business, or human resources content, MadCaps products are used to create corporate intranets, knowledge bases, online Help systems, policies & procedures manuals, video tutorials, eBooks, user guides and more.We are currently seeking a talented mid to senior level Software Engineer to join the team.Minimum QualificationsBachelors of Science in Computer Science or related field (In lieu of degree, 4 years of relevant work experience)2+ years of software development experience with C#, C++, or JavaStrong understanding of object oriented design and programming principlesStrong debugging skills with desktop and/or web applicationsExperience quickly learning and applying new technologies2+ years of JavaScript and front-end client experience2+ years of relational database experience and skill with SQLStrong understanding of web request/response architecture, including AJAX and RESTful APIsPreferred QualificationsWorking experience with Visual Studio and .NET FrameworksServer-side development experience with MVCDatabase experience with SQL Server, SQLiteExperience with web technologies (AJAX, HTML5, CSS3, JavaScript)Experience with AngularJS or similar client applications frameworksExperience with .NET Web APIExperience with development for Microsoft Azure or other cloud computing platformsExperience with Git or similar source control providerExcellent documentation skills; Excellent written and verbal communications skillsMust be independent and self-motivated, with strong analytic skills and creative thinkingAlthough we are looking for people who are interested in standing out individually, we pride ourselves on working together to make it happen. MadCap Software is an Equal Employment Opportunity (EEO) employer and offers challenging opportunities that go beyond the boundaries of a job description.Please send resume, including salary requirements. No agencies please. Local candidates only. Unrestricted US work authorization required.Job Type: Full-timeSalary: $75,000.00 to $100,000.00 /yearRequired education:Bachelor'sRequired experience:software development: 2 years"
"Software Developer (All levels)","Heron Systems Inc.","Lexington Park, MD","ROLE DESCRIPTION: Outstanding, creative and talented software developers are sought to join one of our development teams. These persons will support one of several cutting edge products or laboratories including those supporting Naval Aviation, mobile applications and unmanned systems. This is an immediate opening. The work will be performed in Alexandria, VA or Lexington Park, MD and require Successful candidates will be responsible for advancing the software design and development of state of the art software systems. In many cases, the candidate will serve as the lead developer for key portions of medium to large code bases and lead system integration efforts at customer sites. The work will support ongoing research, development, test and evaluation of Naval Aviation systems including the F-35, F-18, E-2D, SH-60 and various unmanned systems.Position requires a security clearance or the ability to obtain oneThis position is ideal for an individual who thrives in a small team environment and is interested in autonomy, mobility solutions or modeling & simulation and technologies related to the implementation of modeling and simulation technologies in a laboratory. The ideal candidate will grow with the company, welcoming new challenges and leadership opportunities.QUALIFICATIONS: Required experience and skills:3+ years of experience implementing software.C++ fluency. Demonstrated experience is mandatory.BS/BA in computer science, mathematics, physics, engineering or a related technical discipline.Demonstrated full stack development knowledge is a plus.Successful history of team leadership required for senior positions.US citizenship is required. A security clearance will be required.OTHER DETAILS: Travel - Less than 10%Teleworking  noSchedule  full timePrimary location  Lexington Park, MDClearance level  SECRETCitizenship  USA (no exceptions)HERON SYSTEMS OVERVIEW: Heron Systems is a small, privately held, company that specializes in providing innovative solutions to support the research, development, test and evaluation of avionic systems. Head quartered Lexington Park, MD with offices at NAS Patuxent River and Alexandria, VA, we serve customers in the US Navy, DARPA, NASA, Defense Health Agency, and US Air Force. We strive to provide a stimulating work environment where hard work is rewarded and innovative ideas are supported. We offer outstanding benefits and the opportunity to grow your career. Heron Systems is an Equal Opportunity Employer.Job Type: Full-timeRequired education:Bachelor'sRequired experience:Programming: 5 yearsSoftware Development: 5 yearsC++: 3 years"
"Software Developer","SIU","Alpharetta, GA","SOUTHERN INSURANCE UNDERWRITERS, INCPOSITION DESCRIPTIONREVISION DATE:  March 30, 2017DEPARTMENT:  Information Technology - 315POSITION TITLE:  SOFTWARE DEVELOPERREPORTS TO:  Development ManagerEXEMPTION STATUS:  ExemptPOSITION NATURE AND SCOPE: Rely on instructions and pre-established guidelines to perform the functions of the job. Work under immediate supervision. Primary job functions do not require the management of others. * Evaluate applications to identify technical changes, implement changes, schedule projects and resources, and monitor project timelines. * Set and implement policies and procedures for application implementation, database, integration solutions, standards and testing. * Support and research new technologies, tools and methodologies of applications, databases and integration solutions and standards. * Interact with Project Managers to provide status on projects/releases. * Assist in managing data warehouse and report development. * Collaborate with internal developers and outsourced vendors.EXPERIENCE:  * 3-5 years of software development and application support experience. * Familiar with standard concepts, practices and procedures within the insurance industry.REQUIREMENTS:  * Bachelors Degree in IT or related field. Masters Degree in IT preferred. * Proficient in Microsoft Office products to include Word, Excel and Outlook. * Ability to adapt quickly to new software applications. * Professional verbal and written communication along with strong leadership and interpersonal skills. * Ability to motivate teams to produce quality materials within tight timeframes and simultaneously manage several projects. * Ability to participate in and facilitate group meetings. * Ability to work in a team, productivity based environment. * Ability to multitask efficiently and accurately in a fast paced environment. * Strong organization and prioritization skills. * Must possess initiative and drive to make positive changes to processes. * Detail oriented with strong problem resolution and research skills. * Ability to analyze a situation and implement a solution. * Must be customer focused.*Job Type: Full-time"
"Robotics Software Engineer","LSA Autonomy","Westminster, MD","Land Sea Air Autonomy is dedicated to providing affordable autonomous solutions. We focus on developing innovative solutions to our customer's needs that are both technically sound and cost effective.Innovative ideas and talented individuals are the foundation on which LSA Autonomy was formed. Our staff possesses a great deal of experience with robotic and autonomous systems. As our customer base expands, we are seeking to hire highly motivated and highly competent Software Engineers at our Westminster, MD office.Development opportunities include real-time embedded controls, sensor processing, and high-level autonomy algorithms. A typical project includes software development and testing, software/hardware integration and testing, and possibly field support of the delivered product.Job FunctionsEngineering - Electrical Engineering / SoftwareDesired SkillsMinimum Qualifications:Very proficient in C++ and object oriented designExperienced in network communicationExperienced in software troubleshooting and debuggingInitiative and ability to work independently and as part of a teamBachelors degree in Computer Engineering, Computer Science, or related engineering fieldAbility to obtain US government security clearancePreferred Qualifications:Ability to develop new algorithmsComfortable performing hardware troubleshootingProficient in requirements analysisAbility to work well with others and under deadlinesKey Responsibilities:Collaborate with team members to develop, integrate, and test new features on our unmanned platformsPropose new capabilities and implement those ideasMaintain and refactor existing code basesPromote great software design and code qualityWork Authorization RequirementsUS Work authorization is requiredJob Type: Full-timeRequired education:Bachelor'sRequired license or certification:Ability to obtain US government security clearance"
"Junior Firmware/Software Engineer","Cincinnati Test Systems","Cincinnati, OH","Cincinnati Test Systems (CTS) is a world leader in todays market for high quality leak test instrumentation. With advanced designs, features and test algorithms, our leak detection equipment provides fast, reliable and repeatable results for air leakage testing, gas leakage and any other leak test application. CTS serves several industries including Automotive, Consumer Goods, Powertrain, Energy, Medical and Military.Backed by the strength of a diversified multibillion-dollar corporation, we offer excellent career opportunities, competitive compensation and comprehensive benefit packages. With our global presence, we look for qualified candidates to best serve our customers to bring the best service and solutions to the marketplace. We are a growing world class company offering career opportunities for a qualified candidate looking for the next step in their professional career.Position SummaryAs a Junior Firmware/Software Engineer, your primary task will be to implement, test, and maintain real-time software solutions written in C or C++. Working with our team and through individual efforts, you will be involved in the analysis and composition of requirements, design of architectural and component software features, design and implementation of instrumentation, design and implementation of test plans, and documentation of final product.Our customer focused development means you should be able to adapt to new languages, methodologies, and platforms to meet the needs of the project. Initial responsibilities may include reviewing code, writing documentation, following test procedures, and qualifying instrumentation performance benchmarks. Later duties may include responsibility for production software components, UI design and/or programming.Required Skills & ExperienceBachelor's degree, preferably in Computer Engineering, Electrical Engineering, or Computer Science0-2 years of full-time work experience in software development3+ years of programming experience in C or C++ (full-time experience or coursework or internship)Strong technical skills including understanding of software development principlesStrong communication skills, both written and oralPreferred Skills include;Candidate should be a self-motivated, independent, detail oriented, responsible team-playerAbility to quickly learn new concepts and softwareExposure to systems within an electronic/electrical or manufacturing settingAbility to use electro-mechanical equipment, measurement devices, and test equipmentExperience debugging within an Integrated Development Environment  Strong analytical and problem solving skillsExcellent teamwork and interpersonal skillsJob Type: Full-time"
"Cybersecurity Specialist (Journeyman)","Kingfisher Systems, Inc.","Fort Meade, MD","Cyber-Security Specialist  JourneymanLocation: Fort Meade, MarylandJob DescriptionKingfisher specializes in all aspects of technical and analytic support to cyber operations, including database administration for classified networks, software engineering, web support, and cyber, CI, and all-source analysis.Since 2005, Kingfisher has established itself as a recognized and trusted mission partner whose mission is safeguarding sensitive information, operations, and programs for our Federal customers and war-fighters.Job RequirementsKingfisher is looking for a capable Journeyman level Cyber Security Specialist, who is looking to take their career to the next level by joining the Cyber Security work force. The ideal candidate possesses an intermediate level of experience in the Information Assurance space.You will make things more secure by protecting system boundaries, keeping computer systems and network devices hardened against attacks and securing highly sensitive data.Responsibilities and RequirementsMinimum 3+ years of experienceCompTIA Security+ CE certification - currentEngineer, implement and monitor security measures for the protection of computer systems, networks and informationIdentify and define system security requirementsDesign system security architecture and develop detailed security designsPrepare and document standard operating procedures and protocolsConfigure and troubleshoot security infrastructure devicesDevelop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasksEnsure that the company knows as much as possible, as quickly as possible about security incidentsWrite comprehensive reports including assessment-based findings, outcomes and propositions for further system security enhancementProven working experience in building and maintaining security systemsDetailed technical knowledge of database and operating system securityHands on experience withPlanning A&A packagesValidating IA ControlsReview of assessment determinations and authorization decisionsScan review and IA report generationCompliance reportingAssistance in Decommission SystemsAssistance in development of Policy and GuidanceAssistance in coordination and review of FISMA compliantClearance: Must have at a minimum a current interim Secret.Kingfisher Systems, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, among other things, or status as a qualified individual with a disability.Job Type: Full-timeRequired experience:Cybersecurity: 3 yearsRequired licenses or certifications:Secret Security ClearanceSecurity + CE"
"SLAM Engineer","Silicon valley robotic services","San Leandro, CA","Company Description:bObsweep creates compact, powerhouse cleaning solutions with their family of automatic robotic vacuum cleaners. Our first product, Bob Standard, revolutionized the industry with its 1000 mL dustbin and deep cleaning specs. Our trendsetting bObi line of robotic vacuums features innovative design, radio frequency technology, touchscreen buttons, and advanced sensors. At bObsweep we offer do-it-yourself repair guides to empower consumers, and all their products are built to last. Across the board, at bObsweep we deliver high quality, environmentally conscious products that ease the strain of our everyday lives. bObsweep specializes in Robotics, Machine learning, and Artificial Intelligence.We gather exceptional talents to push the boundaries of possibility forward. It is our cutting edge technology that distinguishes our products and services from that of yesterday. And our robotics engineers are at the heart of our enterprise. As a robotics engineer, you will work in small teams and contribute to the invention of original embedded software.Masters Degree with an excellent record in a relevant field is a must. Ph.D. candidates and recent PhDs are also encouraged to apply.Project:https://drive.google.com/file/d/0B9Mf919v-aH0X1JuaU5HTEZBU2s/viewMust have:Strong C++SLAM,Kalman Filter, EKF, Particle Filters.ROS, and Linux.experience with sensor fusion.Good to have:Machine learning, AI, Path Planning, Exploration of an unknown area (e.g Yamauchi algorithm), Full area coverage algorithms (STC, CCD, A*, D*), Computer vision, Embedded Firmware, PCB design, LiDAR technologies, Machine learning, AI, Search Algorithms, Open CVEmbedded Software Engineering experience.Job Type: Full-timeRequired education:Bachelor'sRequired experience:SLAM: 2 years"
"Test Engineer","OppLoans","Chicago, IL","OppLoans is a fast growing FinTech startup that offers personal loans across the United States. Our dynamic team works to deliver the best customer experience and products in the industry. We are located at Millennium Park in the heart of Chicago. Check us out at www.opploans.com.Tired of the same old job? Do you want to learn a business inside and out, not just a small piece? Are you ready to wear multiple hats to gain deep experience? If you are ready, come join the team!OppLoans is seeking a Test Engineer to support a rapidly growing Fintech environment.Location:  Chicago, IL, United StatesPosition Type:  Full-time/RegularResponsibilities: Experience performing functional, performance, integration and smoke testsWork with developers and stakeholders to create requirementsEstablish a comprehensive set of automated tests for web productsDevelop test plans for software releases to ensure quality (mobile & desktop)Deploy software and smoke test releases to ensure no defectsCollaborating with software engineers/developers to resolve defectsEscalating issues promptly that have a major impact on the overall platform, product or featureBe a team player / laugh and have fun / strive to get betterExperience: Strong knowledge of Rspec and Cucumber for writing functional tests (at least 2 years)Familiarity with Capybara and Selenium for web testingBDD experience using the Gherkin formatFamiliarity with Java and Junit testingWeb browsers (Internet Explorer, Chrome, Safari and Firefox)Excellent communicator, and strong at written documentationWork with some of the best and brightest in the Chicago FinTech space, and enjoy these perks: Extremely flexible paid vacationWork remotelyBlueCross/BlueShield Medical & Dental Insurance401(k) with a 4% matchSubsidized Fooda account that delivers lunch to you dailyHealthy Snacks and drinks whenever you wantCasual Dress policyFree Gym Membership @ our new officeAmazing public space and outside roof deck at new officeSharpen the knife: Attend conferences and courses to keep your mind sharpJob Type: Full-timeJob Location:Chicago, ILRequired education:Bachelor'sRequired experience:Rails: 2 yearsCucumber: 2 yearsRspec: 2 yearsruby: 2 yearsRequired language:English"
"Senior Software Engineer: Full-stack Web Applications","Cogito Corporation","Boston, MA 02109","Cogito is a fast-growing, venture-backed software company located in the heart of Boston. Here, you will be surrounded by smart, innovative, caring people who are proud of the difference our technology makes.Cogito is seeking an experienced and technically proficient full-stack web-app software engineer who can contribute to and lead a small development team. The team is responsible for building a variety of web interfaces for our innovative enterprise software products, including novel true-real-time interfaces.Although both back-end and front-end experience is necessary, we are looking primarily for a front-end expert with deep and current JavaScript experience and a strong understanding of React/Redux.The ideal candidate is a fast learner, who thrives on finding the right tool for the job, including learning new technologies and adapting to meet the needs of our rapid growth and evolving business. You have a fearless bias towards action and you believe that speed and quality are not mutully exclusive. You show good judgement about shipping fast while maintaining a sustainable and principled architecture.You have a strong sense of design and know how to build modular, scalable, secure, fault-tolerant systems. You have a proven track record on design and development and the ability to mentor junior developers in these skills. You understand requirements beyond the written word and anticipate future evolution with strategic architecture.Because you love what you do, you bring infectious enthusiasm to all your endeavors. You see new challenges as an opportunity to contribute, make an impact, and grow.RoleAct as hands-on lead of a group of 3-4 software engineers responsible for the development of web applications, including both front-end and back-end components.Act as the primary expert on the graphical UI layer of these applications.Work with the software and product design teams to guide and influence product requirements and specifications from an engineering viewpoint. Then, understand short- and long-term product requirements and specifications and translate them into engineering projects.Work with the software and product development teams to maintain a prioritized engineering backlog. Plan, estimate, and deliver on-time according to agreed-upon estimates.Collaborate with peers in software engineering to build a great engineering culture that is both high-performing and fun to be a part of.Act as technical mentor and resource for junior software engineers on the team.ResponsibilitiesA well maintained and prioritized team backlog.High-quality software components that are continuously improving in quality and reliability.On-time delivery of software according to estimated timelines.Clearly documented and maintained design and interface definitions for internal and external audiences.QualificationsBachelor or advanced degree in engineering, computer science, or another relevant field.7+ years of professional software development experience with 5+ years of web software development experience with focus on UI.3+ years of professional Java programming experience preferred, including developing back-end services.3+ years of technical or team lead experience.Strong and current experience with JavaScript, including ES6.Experience and/or strong understanding of React/Redux.Familiarity with principles of good user experience.Strong verbal and written communication abilities.Superior attention to detail.Ability and willingness to learn new tools and technologies.SkillsWeb development technologies and methodologiesJavaScript (ES6)React/ReduxTechnical diagramming and communication of software architecture and design.Familiarity with agile development methodologies.Fluency with Unix/Linux operating system and development environment.Familiarity with Atlassian tools (Jira, Confluence).Fluency with revision control, including distributed revision control and Git in particular.BenefitsHealth and life insurance including dental, vision, and disability.401(k) retirement plan options.Generous vacation time and company holidays.Competitive pay, stock options, and annual bonus eligibility.Pre-tax commuter benefits.Office location in the heart of Boston with convenience to the MBTA lines.Ongoing professional development and cross-training.Other great benefits of working in a startup environment such as casual dress, catered lunches, fast paced environment, and cutting edge technology.READY TO APPLY?Please send cover letter and resume/CV to:  EngineeringJobs [at] cogitocorp.comSubject:  Senior Software Engineer - Full-stack Web ApplicationsJob Type: Full-timeJob Location:Boston, MA 02109"
"Senior Java Developer","Blackbuck Insights","Tampa, FL","Dynamics of the RoleThis role is for a senior technical consultant that will operate as a member on one of the core teams of specialists that are responsible for enabling new features and optimizing strategic solutions within Customers Batch / Real time platform. Our platforms support a diverse group of analyst, operation teams, as well as Customer sales associates. Building batch ETL systems using JAVA and Unix .As a contributing member on one of our agile development teams, you will have both the accountability and freedom to build systems that are taking Customer to the next level. Success in this role requires a blend of skills in big data methodologies, high-performance computing, web application development, database management, and/or data integration tools.How Youll ContributeCollaborate with stakeholders on requirements and implementation approaches for addressing demand and challengesDeploy and implement batch fulfillment environments including hardware, software, end-user tools and other data servicesCreate tools and services enabling end-user productivity and system integrationsPartner with business resources to troubleshoot issues, manage capacity, and plan for the optimization and expansion of environmentsMaintain and ensure availability and quality of on-going data feedsAct as internal subject matter expert for the Batch Fulfillment Domain.What Youll BringTen or more years of hands-on experience in a software development professionProficiency in Java, C or C++ is a mustHaving good knowledge of Hibernate ORM .JBPM knowledge highly preferred.BPMN experience preferredProficiency working in a Linux-based environment, including shell scriptingExperience with Relational Databases and SQL programmingExcellent analytical skills and the ability to provide alternative solutions to technical problemsStrong written and verbal communication skillsBachelors degree in Computer Science, Information Systems Management or equivalent experienceTechnologies: Linux Red Hat 6, Java V8, Oracle, Hibernate, Spring and related technologiesJob Type: Full-timeSalary: $50,000.00 to $75,000.00 /yearJob Location:Tampa, FLRequired education:Bachelor'sRequired experience:Java: 3 years"
"GIS Web Developer","Davey Resource Group","Alpharetta, GA","Davey Resource Group (DRG), the consulting and technical services division of The Davey Tree Expert Company, has career opportunities in the field of Asset Management, as a GIS Web Developer. DRG provides Asset Management services for electric utility and telecommunication companies throughout the U.S. We are searching for future leaders that share the same level of commitment, dedication, and positive attitude, that are able to grow into our next leaders.Position Focus: This position is responsible for developing, maintaining, and updating any ArcGIS mapping applications (and Non-GIS web applications) developed in JavaScript (HTML/CSS) and .NET. This position will work alongside the GIS programmer and other GIS Analysts, providing Geographic information systems (GIS) technical support and web programming assistance.Responsibilities: Develop custom web mapping solutions for several projects.Provide web presence to daily external/internal work-related tasks.Create web-related and non-web related programming solutions, this may include the use of Runtime SDK, ArcObjects, ArcPy, etc.Integrate GIS data into third party SaaS.Ability to explain GIS data to non-technical people; great intrapersonal skills.Education/Requirements: Bachelors degree from an accredited college or university with major course work in GIS, geography, computer science, or a related field.Fluent in HTML/CSS, JavaScript, SQL, .NET languages (C#, VB).Knowledge of SQL Server & SQL Server Management Studio; able to write complex queries.In depth knowledge of ArcGIS Desktop (10.X) & ArcGIS Server.ArcGIS JavaScript API and fundamental understanding of web development principles.Capable of solving complex problems and writing clean code with documentation.Experience developing Android applications; not required but preferred.Able to automate tasks using Python and statistical analysis using R; not required but preferred.Work Environment: The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. The noise level in the work environment is usually quiet.Apply Direct: https://jobs.davey.com/job/Alpharetta-GIS-Web-Developer-Alpharetta-12781-GA-30007/390109700/Additional Information: This position would be located out of our Alpharetta facility. Full time hourly position  Compensation based on qualifications and experience. Davey offers competitive wages, excellent benefits, advancement opportunities and option to buy Company stock after 1 year of employment, plus access to industry related training materials and Davey Extension Courses. Pre-employment Drug Screen and E-Verify Social Security number verification required. The Davey Tree Expert Company is an Equal Opportunity Employer. Davey is Employee Owned. Military Veterans are encouraged to apply.Job Type: Full-timeJob Location:Alpharetta, GARequired education:Bachelor'sRequired experience:GIS: 2 yearsRequired language:English fluently"
"Applications Developer, Java Peoplesoft","Liberty Information","Lake Success, NY","Great spot with good salary and benefits. Immediate interviews for qualified applicants.Provide HR Information Technology (HRIT) support for current and new functionality of custom web-based applications. Develops work plans, functional specifications and assists in developing and executing test scripts and plans related to rollouts, new business development and production support. Provides support to include upgrades, patches and fixes, as well as query creation and table maintenance. Researches, studies and analyzes web-based application related issues and provides appropriate resolution.RESPONSIBILITIESWorks with HRIT Manager to develop and manage projects as assigned.Formulates and defines systems scope and objectives based on both user needs and a thorough understanding of business systems and industry requirements.Participates in all stages of development from initial architecture to implementation, including:All aspects of design of customizations, development, prototyping, testing, deployment, documentation and integration across functional modules.Gather and document functional and technical requirements for development projects. * Design and execute queries and manage table maintenance for all applications.Defines system rules as they relate to business requirements; coordinate set-up and testing of enhanced system functionality.Participates in Third Party System End-user Seminars to stay informed of the latest upgrades and enhancements as they affect the business.Acts as a liaison to End Users, Corporate Information Technology and 3rd party vendors regarding system development or issues.Coordinates and performs limited tech-support activities associated with HR projects and operations.Performs related duties, as required.*ADA Essential FunctionsREQUIREDEXPERIENCE AND QUALIFICATIONS Bachelors Degree in Information Technology, Business Administration, Technology or related field required. Minimum three (3) years experience in web site development, required. Minimum of five (5) years HRIT Support experience Experience in developing functional specifications and writing test scripts, required. Experience with PeopleSoft HRMS including Tools, Application Designer and SQR/ SQL preferred. Strong knowledge with a minimum of three (3) years experience with AJAX, Java, JavaScript, HTML, CSS, iScript, and/or XSLT required Strong knowledge with a minimum of three (3) years with databases (Oracle, MySQL) required Ability to effectively communicate technical information verbally as well as in written formats. Ability to identify, analyze and resolve problems logically and systematically. Proficiency with data manipulation and analysis tools, such as Microsoft Excel, Microsoft Access, and Microsoft ProjectJob Type: Full-timeRequired education:Bachelor'sRequired experience:Java: 3 yearsPeoplesoft HRMS: 2 years"
"Senior Software Engineer - Front-end","Kiswe Mobile Inc.","New Providence, NJ","Were looking for a Senior Front-end Engineer who is comfortable building interactive web experiences for all devices. You must have experience designing, building, and deploying JavaScript applications to the web. You should be familiar with frontend JavaScript libraries (React), CSS (SASS), and web optimizations (webpack). Debugging websites should be second nature. Experience with Node.js is a plus. You should be able to translate emerging web technologies into production quality code, thereby being an inspiration for the rest of the team (we all inspire each other).Youll work with cutting edge web development technologies and a world class development and leadership team. Youll be responsible for building and maintaining several web products. This includes getting your hands dirty with our build processes (jenkins), automated testing, and source control (git) environment. Youll also be collaborating closely with the product and marketing teams to ensure the desired product goals are achieved.Job Type: Full-timeSalary: $120,000.00 /yearJob Location:New Providence, NJ 07974Required education:Bachelor'sRequired experience:Software Engineering: 5 yearsRequired language:English"
"Programmer","IRIS USA, Inc.","Surprise, AZ","Job Title: ProgrammerDepartment: Information SystemsReports To: Manager of Information SystemsFLSA Status: ExemptPrepared Date: November 11, 2016SUMMARY: Conceptualizes, designs, implements, tests, documents, and supports new and existing software or systems. Takes an active role in problem-solving by meeting with employees at all levels to better integrate the use of IS resources into the company. Shares and collaborates with other members of the IS department.Essential duties and responsibilities include the following: Participates in operational projects; performs programming and scripting utilizing various technologies including one or more programming languages and SQL; and designs user interfaces, database tables and indexesAssists in planning and systems analysis, software configuration and training of employees on Company systemsAnalyzes designs, implements, documents, tests, and supports software applications, client-server systems, and databases supporting business operations.Researches, reviews, and codifies business and user practices for the purpose of developing systems to support those practices; soliciting and recording user input on both daily practices and business requirements to meet development and business needs.Monitors and recommends business and user practices to make policy and procedural recommendations regarding the use of systems designed to support those practices.Develops a business sense of the costs and benefits of IS systems commensurate with experience.Provides technical support for systems for which this position is responsible, or for which this position has played a role in the development.Oversees and implements all aspects of the EDI system from the implementation of new customers through the maintenance of existing customers. This position is required to research the most up to date applications for cost effectiveness and make changes when necessary.Creates and maintains the labels printed in-house for products, using label development software; manages the system-wide distribution of labels; does technical support for the label printing software.Qualifications: Required Education and Experience: Bachelors degree in a computer or business related fieldThree (3) years of experience in software development with programs interacting with SQL databases.Knowledge of: SQL, Visual Basic, Java, JSTLMicrosoft Office ApplicationsSkilled in: General Programming skills, Analyzing Information , Problem Solving, Software Algorithm Design, SoftwareDesign, Software Debugging, Software Development Fundamentals, Software Documentation, Software TestingUse excellent oral and written communication**A* *bility to: Give clear and precise presentationsApply strategic planning foresightExhibit strong interpersonal skillsMulti-task and support multiple priorities at one timeExercise independent motivationOccasional travel with sometimes overnight stays**Physical Demands:  The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The environment is generally office with low to moderate noise.Work Environment: Activities will involve frequent sitting and using a computer for extended periods of time, communicating verbally and in writing. Occasionally incumbent must be able to lift product, office equipment or supplies less than 20 pounds.The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Job Type: Full-timeRequired education:Bachelor'sRequired experience:Programming: 3 years"
