department,code,title,description,credit,advised_requisite,pre_requisite
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 583,Advanced Compilers,"In-depth study of compiler back-end design for high-performance architectures. Topics include control-flow and data-flow analysis, optimization, instruction scheduling, register allocation. Advanced topics include memory hierarchy management, instruction-level parallelism, predicated and speculative execution. The class focus is processor-specific compilation techniques, thus familiarity with both computer architecture and compilers is recommended.",4,NA,EECS 281 and 370
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 584,Advanced Database Systems,"Advanced topics and research issues in database management systems. Distributed databases, advanced query optimization, query processing, transaction processing, data models and architectures. Data management for emerging application areas, including bioinformatics, the internet, OLAP and data mining. A substantial course project allows in-depth exploration of topics of interest.",4,NA,EECS 484 or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 586,Design and Analysis of Algorithms,"Design of algorithms for nonnumeric problems involving sorting, searching, scheduling, graph theory and geometry. Design techniques such as approximation, branch-and-bound, divide-and-conquer, dynamic programming, greed and randomization applied to polynomial and NP-hard problems. Analysis of time and space utilization.",4,NA,EECS 281.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 587,Parallel Computing,"The development of programs for parallel computers. Basic concepts such as speedup, load balancing, latency, system taxonomies. Design of algorithms for idealized models. Programming on parallel systems such as shared or distributed memory machines, networks. Grid Computing. Performance analysis. Course includes a substantial term project.",4,NA,EECS 281 and graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 588,Computer and Network Security,"Survey of advanced topics and research issues in computer and network security. Topics will be drawn from a variety of areas such as mandatory and discretionary security policies, secure storage, security kernels, trust management, preventing software vulnerabilities, applied cryptography, network security.",4,NA,EECS 482 or EECS 489 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 589,Advanced Computer Networks,"Advanced topics and research issues in computer networks. Topics include routing protocols, multicast delivery, congestion control, quality of service support, network security, pricing and accounting and wireless access and mobile networking. Emphasis is placed on performance trade-offs in protocol and architecture designs. Readings assigned from research publications. A course project allows in-depth exploration of topics of interest.",4,NA,EECS 489.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 590,Advanced Programming Languages,"Fundamental concepts in Programming Languages (PL) as well as recent topics and trends in PL research. Topics include semantics, type systems, program verification using theorem provers, software model checking, and program analysis. Course focuses on applying PL concepts to improve software reliability. Course includes semester long individual research project.",4,NA,EECS 281 or equivalent.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 591,Distributed Systems,"Principles and practice of distributed system design. Computations, consistency semantics and failure models. Programming paradigms including group communication, RPC, distributed shared memory, and distributed objects. Operating system kernel support; distributed system services including replication, caching, file system management, naming, clock synchronization and multicast communication. Case studies.",4,NA,EECS 482 and graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 592,Foundations of Artificial Intelligence,"An advance introduction to AI emphasizing its theoretical underpinnings.  Topics include search, logic, knowledge representation, reasoning planning, decision making under uncertainty, and machine learning.`",4,NA,Graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 594,Introduction to Adaptive Systems,"Programs and automata that ""learn"" by adapting to their environment; programs that utilize genetic algorithms for learning. Samuel's strategies, realistic neural networks, connectionist systems, classifier systems and related models of cognition. Artificial intelligence systems, such as NETL and SOAR, are examined for their impact upon machine learning and cognitive science.",3,NA,"EECS 203, MATH 425"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 595 (LING 541) (SI 561),Natural Language Processing,"Linguistic fundamentals of natural language processing (NLP), part of speech tagging, hidden Markov models, syntax and parsing, lexical semantics, compositional semantics, word sense disambiguation, machine translation. Additional topics such as sentiment analysis, text generation, and deep learning for NLP.",3,NA,Senior Standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 596,Master of Engineering Team Project,To be elected by EECS students pursuing the Master of Engineering degree. Students are expected to work in project teams. May be taken more than once up to a total of 6 credit hours.,1,NA,enrollment in the Masters of Engineering program in EECS.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 597 (SI 760) (LING 702),Language and Information,"This course introduces a body of quantitative techniques for modeling and analyzing natural language and for extracting useful information from texts.  The theory includeds Hidden Markov Models and the noisy channel model, information theory, supervised and unsupervised machine learning, and probabilistic context-free and context-sensitive grammars.  Aspects of natural language analysis include phrasal lexicon induction, part of speech assignment, entity recognition, parsing, and statistical machine translation.",3,NA,EECS 380 or concurrent election of one of SI 503 or LING 541; and Graduate Standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 598,Special Topics in Electrical Engineering and Computer Science,"Topics of current interest in electrical engineering and computer science. Lectures, seminar or laboratory. Can be taken more than once for credit.",1,NA,permission of instructor or counselor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 599,Directed Study,Individual study of selected advanced topics in electrical engineering and computer science. May include experimental work or reading. Primarily for graduate students. To be graded on satisfactory/unsatisfactory basis ONLY.,1,NA,prior arrangement with instructor; mandatory satisfactory/unsatisfactory.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 600 (IOE 600),Function Space Methods in System Theory,"Introduction to the description and analysis of systems using function analytic methods. Metric spaces, normed linear spaces, Hilbert spaces, resolution spaces. Emphasis on using these concepts in systems problems.",3,NA,Math 419.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 620,Electronic and Optical Properties of Semiconductors,"The course discusses in detail the theory behind important semiconductor-based experiments such as Hall effect and Hall mobility measurement; velocity-field measurement; photoluminescence; gain; pump-probe studies; pressure and strain-dependent studies. Theory will cover: Bandstructure in quantum wells; effect of strain on bandstructure; transport theory; Monte Carlo methods for high field transport; excitons, optical absorption, luminescence and gain.",4,NA,EECS 520 or EECS 540.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 627,VLSI Design II,"Advanced very large scale integrated (VLSI) circuit design. Design methodologies (architectural simulation, hardware description language design entry, silicon compilation, and verification), microarchitectures, interconnect, packaging, noise sources, circuit techniques, design for testability, design rules, VLSI technologies (silicon and GaAs) and yield. Projects in chip design.",4,NA,EECS 427.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 628,Advanced High Performance VLSI Design,"Advanced issues in VLSI design addressing the areas of high performance, low power and reliability. Topics covered include recent approaches in leakage control, high speed on-chip communication, memory design, soft error failures, noise analysis and control, error tolerant design and new circuit families. (Students will complete an advanced project.) (A 4-credit option is available with addition of a substantial design and simulation component to the project.)",3,NA,EECS 627 or equivalent.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 631,Electromagnetic Scattering,"Boundary conditions, field representations. Low and high frequency scattering. Scattering by half plane (Wiener-Hopf method) and wedge (Maliuzhinets method); edge diffraction. Scattering by a cylinder and sphere: Watson transformation, Airy and Fock functions, creeping waves. Geometrical and physical theories of diffraction.",3,NA,EECS 530 and graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 632,Microwave Remote Sensing II - Radar,Radar equation; noise statistics; resolution techniques; calibration; synthetic aperture radar; scatterometers; scattering models; surface and volume scattering; land and oceanographic applications.,3,NA,EECS 532.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 633,Numerical Methods in Electromagnetics,"Numerical techniques for antennas and scattering; integral representation: solutions of integral equations: method of moments, Galerkin's technique, conjugate gradient FFT; finite element methods for 2-D and 3-D simulations; hybrid finite element/boundary integral methods; applications: wire, patch and planar arrays; scattering composite structures.",3,NA,EECS 530.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 634 (APPPHYS 611) (Physics 611),Nonlinear Optics,"Formalism of wave propagation in nonlinear media; susceptibility tensor; second harmonic generation and three-wave mixing; phase matching; third order nonlinearities and four-wave mixing processes; stimulated Raman and Brillouin scattering. Special topics: nonlinear optics in fibers, including solitons and self-phase modulation.",3,NA,EECS 537 or EECS 538 or EECS 530.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 638 (APPPHYS 609) (PHYSICS 542),Quantum Theory of Light,The atom-field interaction; density matrix; quantum theory of radiation including spontaneous emission; optical Bloch equations and theory of resonance fluorescence; coherent pulse propagation; dressed atoms and squeezed states; special topics in nonlinear optics.,3,NA,"quantum mechanics, electrodynamics, atomic physics."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 643 (PSYCH 643),Theory of Neural Computation,"This is a graduate course introducing computational models of information processing in mammalian central nervous system.  Following a brief overview, the course will examine: (1) Biological principles governing brain computation (e.g., population coding, computation maps, adaptive plasticity, self-organization and modularization, etc.); (2) Mechanisms underlying single neuron computation, via either passive membrane properties (equivalent cylinder model and cable equation for dendrites; integrate-and-fire or Lapique model) or active membrane properties (Hodgkins-Huxley dynamics; F-N reduced system and phase-space analysis); (3) Architectures of artificial neural network (connectionism), including models of simple perception, multi-layered feed-forward network (with supervised, back-propagated error correction learning rule), associative network (Hopfield network and Boltman machine with unsupervised, Hebbian learning rule), and reinforcement (partially supervised) learning algorithms.",3,NA,graduate standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 644 (PSYCH 644),Computational Modeling of Cognition,This course will examine computational models of human cognitive processes. Course goals include learning about important computational models of specific cognitive domains and evaluating the appropriateness and utility of different computational approaches to substantive problems in cognition.,2,NA,graduate standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 650,Channel Coding Theory,"The theory of channel coding for reliable communication and computer memories. Error correcting codes; linear, cyclic and convolutional codes; encoding and decoding algorithms; performance evaluation of codes on a variety of channels.",3,NA,EECS 501 and MATH 419.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 659,Adaptive Signal Processing,"Theory and applications of adaptive filtering in systems and signal processing. Iterative methods of optimization and their convergence properties: transversal filters; LMS (gradient) algorithms. Adaptive Kalman filtering and least-squares algorithms. Specialized structures for implementation: e.g., least-squares lattice filters, systolic arrays. Applications to detection, noise canceling, speech processing and beam forming.",3,NA,EECS 564.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 662 (MECHENG 662),Advanced Nonlinear Control,"Geometric and algebraic approaches to the analysis and design of nonlinear control systems. Nonlinear controllability and observability, feedback stabilization and linearization, asymptotic observers, tracking problems, trajectory generation, zero dynamics and inverse systems, singular perturbations and vibrational control.",3,NA,EECS 562 or MECHENG 548.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 670,Special Topics in Computer Architecture,Current topics of interest in computer architecture. This course may be repeated for credit.,3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 674,Special Topics in Theoretical Computer Science,Current topics of interest in theoretical computer science. This course may be repeated for credit.,3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 682,Special Topics in Software Systems,Current topics of interest in software systems. This course may be repeated for credit.,3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 684,Current Topics in Databases,"Research issues in database systems chosen for in-depth study. Selected topics such as spatial, temporal, or real-time databases; data mining, data warehousing or other emerging applications. Readings from recent research papers. Group projects.",3,NA,EECS 484.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 691,Mobile Computing,"In-depth study of research issues in mobile and pervasive computing systems. Topics include location and context awareness, mobile data access, resource management, consistency protocols, mobile and ad hoc networking, networked sensors, security and privacy.",3,NA,EECS 582 or EECS 589 or EECS 591 or equivalent.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 692,Advanced Artificial Intelligence,"Exploration of advanced topics in Artificial Intelligence, intended as preparation for research in the field.  Emphasizes research methods and practice, through explicit instruction, analysis of current literature, and a term project devoted to replicating published findings.  Coursework comprises extensive reading, research and writing assignments, presentations, quizzes, and the replication project.",4,NA,"EECS 592 or EECS 492. Minimum grade of ""C"" required for enforced prerequisites.(4 credits)"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 695 (PSYCH 740),Neural Models and Psychological Processes,Consideration of adaptively and biologically oriented theories of human behavior.  Emphasis on both the potential breadth of application and intuitive reasonableness of various models. There is a bias toward large theories and small simulations.,3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 698,Master's Thesis,To be elected by EE and EES students pursuing the master's thesis option. May be taken more than once up to a total of 6 credit hours. To be graded on a satisfactory/unsatisfactory basis ONLY.,1,NA,election of an EECS master's thesis option.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 699,Research Work in Electrical Engineering and Computer Science,Students working under the supervision of a faculty member plan and execute a research project. A formal report must be submitted. May be taken for credit more than once up to a total of 6 credit hours. To be graded satisfactory/ unsatisfactory ONLY.,1,NA,"graduate standing, permission of instructor; mandatory satisfactory/unsatisfactory."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 700,Special Topics in System Theory,,0,NA,permission of instructor
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 720,"Special Topics in Solid-State Devices, Integrated Circuits, and Physical Electronics","Special topics of current interest in solid-state devices, integrated circuits, microwave devices, quantum devices, noise, plasmas. This course may be taken for credit more than once.",1,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 730,Special Topics in Electromagnetics,,1,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 735,Special Topics in the Optical Sciences,"Key topics of current research interest in ultrafast phenomena, short wavelength lasers, atomic traps, integrated optics, nonlinear optics and spectroscopy. This course may be taken for credit more than once under different instructors.",1,NA,"graduate standing, permission of instructor"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 750,Special Topics in Communication and Information Theory,,0,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 755,Special Topics in Signal Processing,Advanced topics in Signal and/or image processing. The specific topics vary with each offering. This course may be taken for credit more than once.,1,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 760,Special Topics in Control Theory,,0,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 765,Special Topics in Stochastic Systems and Control,"Advanced topics on stochastic systems such as stochastic calculus, nonlinear filtering, stochastic adaptive control, decentralized control and queuing networks.",3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 767 (SI 767),Advanced Natural Language Processing and Information Retrieval,"This course covers recent research in the areas of Computational Linguistics.  Natural Language Processing and Information Retrieval.  Given that a relevant textbook doesn't exist, the course reading list will include a large number of recent papers.",3,NA,"SI 661, SI 761, or SI 760 or permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 770,Special Topics in Computer Systems,<strong>EECS 792. Special Topics in Artificial Intelligence ,3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 770,Special Topics in Computer Systems,<strong>EECS 792. Special Topics in Artificial Intelligence ,3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 820,Seminar in Solid-State Electronics,Advanced graduate seminar devoted to discussing current research topics in areas of solid-state electronics. Specific topics vary each time the course is offered. Course may be elected more than once.,1,NA,"graduate standing, permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 892,Seminar in Artificial Intelligence,Advanced graduate seminar devoted to discussing current research papers in artificial intelligence. The specific topics vary each time the course is offered.,2,NA,EECS 592 or equivalent.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 990,Dissertation/Pre-Candidate,"Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",1,NA,1-4 credits)
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 995,Dissertation/Candidate,"Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",4,NA,Graduate School authorization for admission as a doctoral candidate.
